NO,1회제공량(g),에너지(㎉),탄수화물(g),당류(g),단백질(g),지방(g),콜레스테롤(㎎),나트륨(㎎),포화 지방산(g),트랜스 지방산(g)
id,amount_per_serving,calorie,carbohydrate,sugar,protein,fat,cholesterol,sodium,saturated_fat,trans_fat
594,200,90,-,19,-,-,-,-,-,-
595,200,105,-,25,-,-,-,-,-,-
596,190,85,-,16,-,-,-,-,-,-
597,120,170,-,12,-,-,-,-,-,-
598,100,50,-,11,-,-,-,-,-,-
599,100,60,-,22,-,-,-,-,-,-
600,160,74,-,1.8,-,-,-,-,-,-
601,120,58.4,-,11.3,-,-,-,-,-,-
602,200,68,-,16,-,-,-,-,-,-
603,200,100,-,25,-,-,-,-,-,-
604,100,50,-,10,-,-,-,-,-,-
605,120,110,-,27,-,-,-,-,-,-
606,75,200,-,5,-,-,-,410,3.2,0
607,175,95,-,19,-,-,-,-,-,-
608,92,320,-,5,-,-,-,1870,0,0
609,190,90,-,20,-,-,-,-,-,-
610,100,50,-,15,-,-,-,-,-,-
611,54,130,-,2,-,-,-,180,1,0
612,100,296,-,7,-,-,-,350,5.5,0
613,75,225,-,10,-,-,-,290,3.1,0
614,200,100,-,23,-,-,-,-,-,-
615,190,80,-,18,-,-,-,-,-,-
616,200,90,-,18,-,-,-,-,-,-
617,167,445,-,3,-,-,-,670,0,0
618,100,360,-,2,-,-,-,810,0.2,0
619,20,70,-,0,-,-,-,0,0,-
620,190,285,-,1,-,-,-,1530,0,-
621,100,335,-,3,-,-,-,1000,0,0
622,100,364,-,2,-,-,-,610,0,0
623,100,345,-,3,-,-,-,1770,0,0
624,100,350,-,1,-,-,-,1315,0.3,0
625,175,90,-,18,-,-,-,-,-,-
626,100,50,-,11,-,-,-,-,-,-
627,100,50,-,9,-,-,-,-,-,-
628,180,7,-,16,-,-,-,-,-,-
629,250,180,-,22,-,-,-,-,-,-
630,200,120,-,23,-,-,-,-,-,-
631,200,145,-,29,-,-,-,-,-,-
632,200,84,-,20,-,-,-,-,-,-
633,190,125,-,10,-,-,-,-,-,-
634,200,50,-,13,-,-,-,-,-,-
635,100,335,-,3,-,-,-,1000,0,0
636,200,660,-,18,-,-,-,1820,0.1,0
637,100,345,-,0,-,-,-,3100,0,0
638,200,68,-,16,-,-,-,-,-,-
639,200,85,-,21,-,-,-,-,-,-
640,200,70,-,14,-,-,-,-,-,-
641,100,246.78,-,4.74,-,-,-,359.29,0.74,0.03
642,100,246.78,-,4.74,-,-,-,359.29,0.74,0.03
643,20,70,-,0,-,-,-,0,0,0
644,25,90,-,0,-,-,-,14,0,0
645,100,355,-,2.9,-,-,-,694,0,0
646,113,365,-,8,-,-,-,2670,0,0
647,250,740,-,16,-,-,-,40,0.9,0
648,180,47.4,-,16,-,-,-,-,-,-
649,200,0,-,0,-,-,-,-,-,-
650,110,64.04,-,6,-,-,-,-,-,-
651,100,367.5,-,2,-,-,-,996.2,0.7,0
652,100,359.7,-,1.4,-,-,-,391.91,0.04,0
653,100,304.11,-,6.96,-,-,-,515.62,3.44,0.04
654,100,392.84,-,16.58,-,-,-,416.59,6.69,0.05
655,100,259.3,-,6.7,-,-,-,236.8,2.7,-
656,75,346.38,-,13.35,-,-,-,231.4,3.76,0.03
657,100,95.46,-,2.73,-,-,-,40.86,1.56,0.03
658,100,146.59,-,2.08,-,-,-,248.47,1.27,0.01
659,100,34,-,5,-,-,-,1240,0,0
660,70,377,-,17,-,-,-,304,6,0.09
661,100,289,-,28,-,-,-,204,2,0
662,80,227,-,3,-,-,-,180,4.6,-
663,90,298,-,1,-,-,-,160,11,0.3
664,135,605,-,33,-,-,-,181.94,14,0
665,50,162,-,5,-,-,-,200.9,2.2,0
666,60,250,-,14,-,-,-,270,6,0
667,80,323,-,15,-,-,-,265,6,0
668,70,210,-,4,-,-,-,440,4.6,-
669,150,395,-,3,-,-,-,730,0,0
670,54,140,-,3,-,-,-,205,0.7,0
671,80,245,-,5,-,-,-,330,2.5,0
672,60,185,-,3,-,-,-,240,2.2,0
673,100,390,-,28,-,-,-,290,7,0
674,100,385,-,26,-,-,-,200,7,0
675,100,290,-,4,-,-,-,420,0.6,0
676,100,290,-,9,-,-,-,142,12,0.4
677,60,218,-,23,-,-,-,32,3.6,0.1
678,190,115,-,10,-,-,-,-,-,-
679,40,0,-,0,-,-,-,-,-,-
680,60,30,-,3,-,-,-,-,-,-
681,100,69,-,14,-,-,-,-,-,-
682,30,6,-,-,-,-,-,-,-,-
683,40,190,-,23,-,-,-,-,-,-
684,12,2.8,-,0,-,-,-,-,-,-
685,300,210,-,30,-,-,-,-,-,-
686,300,200,-,25,-,-,-,-,-,-
687,300,193,-,26,-,-,-,-,-,-
688,250,110,-,-,-,-,-,-,-,-
689,185,0,-,-,-,-,-,-,-,-
690,275,0,-,-,-,-,-,-,-,-
691,185,60,-,-,-,-,-,-,-,-
692,100,10,-,-,-,-,-,-,-,-
693,100,4,-,1g 미만,-,-,-,-,-,-
694,40,196,-,5,-,-,-,84,3.3,0
695,100,490,-,6,-,-,-,365,7,0
696,30,135,-,6,-,-,-,70,-,-
697,26,108,-,11,-,-,-,34,0.8,0
698,26,83,-,10,-,-,-,16,0,0
699,28,124,-,6,-,-,-,137,1.5,0
700,32,140,-,5,-,-,-,157,1.7,0
701,23,109,-,10,-,-,-,35,-,-
702,34,177,-,12,-,-,-,21,-,-
703,36,161,-,13,-,-,-,100,-,-
704,36,161,-,-,-,-,-,-,-,-
705,200,95,-,-,-,-,-,-,-,-
706,200,90,-,-,-,-,-,-,-,-
707,200,80,-,-,-,-,-,-,-,-
708,28,125,-,-,-,-,-,-,-,-
709,6,20,-,-,-,-,-,-,-,-
710,200,100,-,-,-,-,-,-,-,-
711,296,180,-,-,-,-,-,-,-,-
712,81,165,-,-,-,-,-,385,-,-
713,30,70,-,1g 미만,-,-,-,173,-,-
714,30,69.4,-,-,-,-,-,-,-,-
715,30,36,-,0.59,-,-,-,199.2,-,-
716,100,273,-,2,-,-,-,820,-,-
717,100,230,-,3,-,-,-,600,-,-
718,50,108.5,-,-,-,-,-,-,-,-
719,50,119.1,-,-,-,-,-,-,-,-
720,50,116.9,-,-,-,-,-,-,-,-
721,50,117.5,-,-,-,-,-,-,-,-
722,50,116.6,-,-,-,-,-,-,-,-
723,50,116.6,-,-,-,-,-,152,-,-
724,30,160,-,-,-,-,-,-,-,-
725,60,370,-,-,-,-,-,-,-,-
726,110,470,-,-,-,-,-,-,-,-
727,200,111,-,-,-,-,-,-,-,-
728,200,103,-,-,-,-,-,-,-,-
729,200,91,-,-,-,-,-,-,-,-
730,200,117,-,-,-,-,-,-,-,-
731,100,260,-,-,-,-,-,-,-,-
732,100,360,-,-,-,-,-,-,-,-
733,120,490,-,-,-,-,-,-,-,-
734,200,696,-,-,-,-,-,-,-,-
735,100,353,-,-,-,-,-,-,-,-
736,100,366,-,-,-,-,-,-,-,-
737,550,1380,-,-,-,-,-,-,-,-
738,280,15,-,-,-,-,-,-,-,-
739,300,200,-,-,-,-,-,-,-,-
740,330,10,-,-,-,-,-,-,-,-
741,250,150,-,-,-,-,-,-,-,-
742,100,4,-,-,-,-,-,-,-,-
743,100,350,-,-,-,-,-,-,-,-
744,50,155,-,-,-,-,-,-,-,-
745,100,260,-,-,-,-,-,-,-,-
746,79,265,-,-,-,-,-,-,-,-
747,99,250,-,-,-,-,-,-,-,-
748,150,150,-,-,-,-,-,-,-,-
749,235,80,-,-,-,-,-,-,-,-
750,235,80,-,-,-,-,-,-,-,-
751,235,80,-,-,-,-,-,-,-,-
752,235,80,-,-,-,-,-,-,-,-
753,200,99,-,-,-,-,-,-,-,-
754,200,104,-,-,-,-,-,-,-,-
755,47,98,-,-,-,-,-,-,-,-
756,70,239,-,-,-,-,-,-,-,-
757,75,222,-,-,-,-,-,-,-,-
758,80,65,-,-,-,-,-,-,-,-
759,80,125,-,-,-,-,-,-,-,-
760,150,105,-,-,-,-,-,-,-,-
761,80,120,-,-,-,-,-,-,-,-
762,80,100,-,-,-,-,-,-,-,-
763,200,105,-,-,-,-,-,-,-,-
764,170,185,-,-,-,-,-,-,-,-
765,30,85,-,-,-,-,-,-,-,-
766,50,124.8,-,-,-,-,-,-,-,-
767,30,83,-,1,-,-,-,170,-,-
768,100,295,-,-,-,-,-,-,-,-
769,100,230,-,-,-,-,-,-,-,-
770,100,375,-,-,-,-,-,-,-,-
771,200,135,-,-,-,-,-,-,-,-
772,150,150,-,-,-,-,-,-,-,-
773,85,85,-,-,-,-,-,-,-,-
774,85,90,-,-,-,-,-,-,-,-
775,13,51,-,11,-,-,-,0,-,-
776,10,40,-,9,-,-,-,0,-,-
777,70,160,-,2,-,-,-,350,-,-
778,75,165,-,5,-,-,-,520,-,-
779,100,295,-,3,-,-,-,710,-,-
780,55,65,-,8,-,-,-,20,-,-
781,19,11,-,3,-,-,-,9,-,-
782,185,116,-,28,-,-,-,-,-,-
783,260,32,-,7,-,-,-,-,-,-
784,200,88,-,21,-,-,-,-,-,-
785,5,108,-,0,-,-,-,-,-,-
786,250,120,-,25,-,-,-,-,-,-
787,10,41,-,8,-,-,-,10,-,-
788,35,155,-,8,-,-,-,55,-,-
789,10,36,-,5,-,-,-,7,-,-
790,10,35,-,6,-,-,-,0,-,-
791,22,115,-,13.8,-,-,-,0,-,-
792,10,32,-,5.5,-,-,-,3.75,-,-
793,12,50,-,12,-,-,-,30,-,-
794,200,476.6,-,2.6,-,-,-,662.8,-,-
795,200,75,-,14,-,-,-,-,-,-
796,48,229,-,10,-,-,-,115,-,-
797,80,11,-,2.2,-,-,-,-,-,-
798,250,120,-,30,-,-,-,-,-,-
799,35,115,-,12,-,-,-,65,-,-
800,240,120,-,26,-,-,-,-,-,-
801,100,465,-,14,-,-,-,360,-,-
802,120,55,-,10,-,-,-,-,-,-
803,100,250,-,19,-,-,-,115,-,-
804,80,538,-,19,-,-,-,200,-,-
805,200,140,10,10,8,5.4,20,100,5.4,0
806,200,85,10,8,6,3,10,80,2.2,0
807,100,280,7,2,14,7,55,660,7,0
808,30,80,-,1,-,-,-,240,-,-
809,30,65,-,1,-,-,-,220,-,-
810,30,95,6,1,4,6,10,330,2.1,0
811,200,85,-,-,-,-,-,-,-,-
812,100,45,5,4,3,1.5,5,40,1.1,0
813,200,135,9,8,6,8.4,30,100,5,0
814,200,85,-,-,-,-,-,-,-,-
815,200,140,11,11,6,8,20,95,5.4,0
816,25,90,-,0,-,-,-,0,-,-
817,100,350,-,3,-,-,-,1300,-,-
818,100,350,-,7,-,-,-,1010,-,-
819,100,350,-,4,-,-,-,1360,-,-
820,70,260,-,2,-,-,-,250,-,-
821,44,220,-,11,-,-,-,120,6,0.5
822,30,130,-,3,-,-,-,130,1,0
823,10,40,-,6,-,-,-,0,-,-
824,130,70,-,17,-,-,-,-,-,-
825,8,37.5,-,4,-,-,-,5,-,-
826,14,48,-,7,-,-,-,0,-,-
827,11,44.4,-,8.6,-,-,-,15,-,-
828,14,50,-,2,-,-,-,6,0,0
829,13,52,-,11,-,-,-,0,0,0
830,175,60,-,14,-,-,-,-,-,-
831,12,55,-,5,-,-,-,-,-,-
832,12,50,-,6,-,-,-,-,-,-
833,12,50,-,5.8,-,-,-,-,-,-
834,240,75,19,19,-,-,-,-,-,-
835,200,52,-,12,-,-,-,-,-,-
836,250,70,-,17,-,-,-,-,-,-
837,500,259,-,61,-,-,-,-,-,-
838,90,435.5,-,17,-,-,-,-,-,-
839,50,167.2,-,22,-,-,-,30,-,-
840,48,207,-,13,-,-,-,150.7,-,-
841,10,32,-,4.8,-,-,-,3.8,-,-
842,17,57,-,2.3,-,-,-,61,0.5,0
843,70,315,-,24,-,-,-,140,6,0
844,45,220,-,15,-,-,-,90,6,0
845,60,162,-,2,-,-,-,250,-,-
846,60,146,-,3,-,-,-,260,-,-
847,48,208,-,30,-,-,-,44,-,-
848,60,271,-,24,-,-,-,240,-,-
849,100,45,-,7,-,-,-,-,-,-
850,235,75,-,15,-,-,-,-,-,-
851,500,224,-,47,-,-,-,-,-,-
852,100,67,-,10,-,-,-,-,-,-
853,100,265,-,2,-,-,-,690,-,-
854,30,60,-,1g미만,-,-,-,95,-,-
855,25,90,-,0,-,-,-,0,-,-
856,25,90,-,0,-,-,-,0,-,-
857,100,354.9,-,2,-,-,-,840,-,-
858,100,350,-,3,-,-,-,1300,-,-
859,100,44,-,10,-,-,-,-,-,-
860,30,80,-,1g미만,-,-,-,240,-,-
861,18,60,1,0,3,4.8,13,160,3.2,0.2
862,18,60,0.5,0,3.3,5,14,144,3,0.25
863,100,250,-,1,-,-,-,680,-,-
864,70,200,-,2,-,-,-,370,-,-
865,18,45,-,-,-,-,-,-,-,-
866,18,60,-,-,-,-,-,-,-,-
867,14,35,-,-,-,-,-,-,-,-
868,100,240,-,1,-,-,-,930,-,-
869,30,70,-,1g미만,-,-,-,280,-,-
870,100,340,-,0,-,-,-,0,0,-
871,20,75,-,0,-,-,-,0.7,0.4,0
872,100,340,-,2,-,-,-,1130,0,0
873,230,335,-,2,-,-,-,660,-,-
874,30,75,4,0,3,5,5,115,2,0
875,30,105,6,1 g 미만,4,7,10,120,2.6,0
876,70,185,-,2,-,-,-,530,-,-
877,100,290,-,3,-,-,-,740,-,-
878,30,55,-,1,-,-,-,120,0.6,0
879,250,270,-,17,-,-,-,-,-,-
880,200,90,-,21,-,-,-,-,-,-
881,235,130,-,22,-,-,-,-,-,-
882,200,95,-,21,-,-,-,-,0,0
883,200,80,-,14,-,-,-,-,0,0
884,200,0,-,0,-,-,-,-,-,-
885,200,96,-,21,-,-,-,-,-,-
886,250,125,-,31,-,-,-,-,-,-
887,250,130,-,32,-,-,-,-,-,-
888,250,352,-,21,-,-,-,-,-,-
889,250,112,-,27,-,-,-,-,-,-
890,250,120,-,30,-,-,-,-,-,-
891,100,50,-,11,-,-,-,-,-,-
892,13,50,-,5,-,-,-,-,-,-
893,13,50,-,4,-,-,-,-,-,-
894,12,58,-,4,-,-,-,-,-,-
895,3,11,-,2,-,-,-,-,-,-
896,90,308,-,24,-,-,-,85,-,-
897,30,155,-,7,-,-,-,35,6,0
898,25,72,-,6,-,-,-,55,0.6,0.1
899,93,262,-,4,-,-,-,460,-,-
900,72,304,-,20,-,-,-,105,-,-
901,66,360,-,3,-,-,-,360,7,0.5
902,26,135,-,7,-,-,-,80,-,-
903,65,335,-,10,-,-,-,250,-,-
904,30,145,-,5,-,-,-,70,-,-
905,30,140,-,6,-,-,-,75,-,-
906,253,405,-,7,-,-,-,1760,-,-
907,156,635,-,14,-,-,-,1310,-,-
908,108,475,-,6,-,-,-,1570,-,-
909,120,500,-,4.6,-,-,-,1860,-,-
910,176,350,-,4,-,-,-,1110,-,-
911,370,580,-,7,-,-,-,1270,-,-
912,100,280,-,6,-,-,-,320,-,-
913,8,30,-,7,-,-,-,0,-,-
914,10,35,-,5.8,-,-,-,25,-,-
915,8,30,-,6,-,-,-,0,-,-
916,35,177,-,9.7,-,-,-,76,-,-
917,35,182,-,10,-,-,-,76,-,-
918,100,580,-,10,-,-,-,510,17,0.5
919,30,180,-,2,-,-,-,150,3.5,0
920,28,129,-,6,-,-,-,140,-,-
921,70,365,42,3.2,5,19.6,0,530,6.3,0
922,85,291,-,27,-,-,-,130,-,-
923,54,148,-,2,-,-,-,290,-,-
924,58,149,-,2,-,-,-,340,-,-
925,100,521,-,24,-,-,-,210,13,0
926,60,162,-,2,-,-,-,250,-,-
927,85,273,-,19,-,-,-,160,-,-
928,43,235,-,15,-,-,-,90,-,-
929,30,155,-,2,-,-,-,160,2.6,0
930,30,115,-,0,-,-,-,25,-,-
931,100,320,-,31,-,-,-,80,-,-
932,100,330,-,6,-,-,-,270,-,-
933,90,200,-,2,-,-,-,290,-,-
934,30,115,-,27,-,-,-,0,-,-
935,12,55,-,6,-,-,-,-,-,-
936,12,55,-,6,-,-,-,-,-,-
937,12,55,-,5,-,-,-,-,-,-
938,12,55,-,6,-,-,-,-,-,-
939,67,205,-,5,-,-,-,180,-,-
940,180,827,-,10.2,-,-,-,694,-,-
941,100,355,-,3,-,-,-,850,0.8,0
942,180,532,-,5,-,-,-,2871,-,-
943,180,578,-,15,-,-,-,2133,-,-
944,92,320,-,5,-,-,-,1480,-,-
945,92,315,-,6,-,-,-,1820,-,-
946,110,480,-,1,-,-,-,550,-,-
947,25,90,-,0,-,-,-,0,-,-
948,11,45,-,9,-,-,-,45,-,-
949,10,35,-,4.5,-,-,-,5,-,-
950,30,162,-,12,-,-,-,8,-,-
951,24,132,-,11,-,-,-,0,-,-
952,100,349.5,-,0,-,-,-,305.7,-,-
953,100,350,-,3,-,-,-,0,-,-
954,100,340,-,2,-,-,-,10,0,0
955,25,134,-,1,-,-,-,214,-,-
956,25,131,-,1,-,-,-,190,-,-
957,25,132,-,0,-,-,-,165,-,-
958,100,369,-,3.9,-,-,-,0,-,-
959,100,354,-,3.8,-,-,-,20,-,-
960,50,226,-,2,-,-,-,100,-,-
961,250,0,-,0,-,-,-,-,-,-
962,50,243,-,19,-,-,-,41,-,-
963,11,57,-,4,-,-,-,13,-,-
964,80,380,-,7,-,-,-,2,-,-
965,30,80,-,0,-,-,-,170,-,-
966,100,230,-,1,-,-,-,590,-,-
967,100,273.46,-,20,-,-,-,416.2,-,-
968,30,80,-,0,-,-,-,115,-,-
969,30,117.86,-,-,-,-,-,460.71,-,-
970,80,256,-,2.32,-,-,-,877,-,-
971,66,206,-,1,-,-,-,480,-,-
972,45,135,-,2,-,-,-,530,-,-
973,66,206,-,1,-,-,-,480,-,-
974,250,105,-,0,-,-,-,530,-,-
975,100,247,-,3.5,-,-,-,840,-,-
976,100,195,-,7,-,-,-,260,6,0
977,100,390,-,9,-,-,-,560,10,0.5
978,200,85,-,19,-,-,-,-,-,-
979,100,50,-,12,-,-,-,-,0,0
980,100,47,-,11,-,-,-,-,-,-
981,250,145,-,28,-,-,-,-,1.1,0
982,350,128,-,30,-,-,-,-,-,-
983,77,296,-,30,-,-,-,105,-,-
984,100,350,-,3,-,-,-,1300,-,-
985,100,350,-,5,-,-,-,1060,-,-
986,100,350,-,5,-,-,-,1300,1.5,0
987,100,490,-,7,-,-,-,560,11,0
988,30,165,-,4,-,-,-,80,1,0
989,24,130,-,2,-,-,-,120,3.7,0
990,100,335,-,51,-,-,-,70,0,0
991,100,389,-,0,-,-,-,589,0.4,0
992,100,375,-,2,-,-,-,1060,1,0
993,100,353,-,1,-,-,-,580,0,0
994,30,85,-,2,-,-,-,210,1.5,0
995,100,50,-,11,-,-,-,-,0,0
996,100,60,-,14,-,-,-,-,0,0
997,30,104,-,10,-,-,-,99,-,-
998,50,216,-,8,-,-,-,234,-,-
999,30,135,-,5,-,-,-,60,-,-
1000,40,233,-,7.47,-,-,-,37.9,-,-
1001,30,61,-,1,-,-,-,200,-,-
1002,100,372.5,-,24.6,-,-,-,8.1,-,-
1003,100,355,-,2,-,-,-,540,-,-
1004,30,355,-,0,-,-,-,70,-,-
1005,100,110,-,5,-,-,-,200,-,-
1006,100,400,-,2,-,-,-,540,-,-
1007,100,310,-,30,-,-,-,170,-,-
1008,100,355,-,2,-,-,-,820,-,-
1009,100,55,-,8,-,-,-,-,-,-
1010,100,439,-,32,-,-,-,11,-,-
1011,46,190,-,0.6,-,-,-,0,-,-
1012,230,177,-,42,-,-,-,-,-,-
1013,95,304,-,13.3,-,-,-,152,-,-
1014,100,70,-,1,-,-,-,-,-,-
1015,70,4,-,0,-,-,-,-,-,-
1016,70,35,-,7,-,-,-,-,-,-
1017,100,60,-,14,-,-,-,-,-,-
1018,200,562,-,4,-,-,-,2126,-,-
1019,100,264,-,0,-,-,-,235,-,-
1020,30,100,-,0,-,-,-,220,-,-
1021,100,40,-,8,-,-,-,-,-,-
1022,100,355,-,30.4746,-,-,-,150,-,-
1023,100,350,-,2,-,-,-,800,-,-
1024,130,125,-,16,-,-,-,-,-,-
1025,100,280,-,0,-,-,-,1080,-,-
1026,80,210,-,4,-,-,-,260,-,-
1027,100,260,-,5,-,-,-,200,-,-
1028,50,187.5,-,0.15,-,-,-,1500,-,-
1029,100,410,-,20,-,-,-,330,-,-
1030,180,62,-,14,-,-,-,-,-,-
1031,120,65,-,15,-,-,-,-,-,-
1032,340,125,-,31,-,-,-,-,-,-
1033,75,310,-,10,-,-,-,210,-,-
1034,100,348,-,16,-,-,-,179,-,-
1035,100,435,-,18,-,-,-,330,-,-
1036,100,243,-,0,-,-,-,480,-,-
1037,100,385,-,3.5484,-,-,-,570,-,-
1038,100,430,-,20,-,-,-,410,-,-
1039,100,310,-,39.35,-,-,-,190,-,-
1040,345,125,-,28,-,-,-,-,-,-
1041,20,125,-,3,-,-,-,40,-,-
1042,100,280,-,31,-,-,-,440,-,-
1043,100,335,-,36,-,-,-,160,-,-
1044,40,116,-,16,-,-,-,40,-,-
1045,50,135,-,11,-,-,-,240,-,-
1046,100,45,-,8,-,-,-,-,-,-
1047,100,65,-,15,-,-,-,-,-,-
1048,80,253,-,26,-,-,-,178,-,-
1049,310,113,-,29,-,-,-,-,-,-
1050,100,60,-,12,-,-,-,-,-,-
1051,150,3,-,0,-,-,-,-,-,-
1052,150,90,-,16.5,-,-,-,-,-,-
1053,50,220,-,16,-,-,-,100,-,-
1054,40,176,-,11,-,-,-,92,-,-
1055,60,5.9,-,0,-,-,-,-,-,-
1056,175,60,-,14,-,-,-,-,-,-
1057,100,10,-,0,-,-,-,-,-,-
1058,30,5,-,0,-,-,-,-,-,-
1059,30,105,-,1g미만,-,-,-,210,-,-
1060,30,60,-,0.5,-,-,-,190,-,-
1061,240,10,-,0,-,-,-,-,-,-
1062,250,145,-,28,-,-,-,-,-,-
1063,265,109,-,16,-,-,-,-,-,-
1064,250,125,-,22,-,-,-,-,-,-
1065,200,120,-,16,-,-,-,-,-,-
1066,100,10,-,0,-,-,-,-,-,-
1067,100,15,-,0,-,-,-,-,-,-
1068,30,10,-,0,-,-,-,-,-,-
1069,200,90,-,16,-,-,-,-,-,-
1070,350,0,-,0,-,-,-,-,-,-
1071,350,0,-,0,-,-,-,-,-,-
1072,340,120,-,29,-,-,-,-,-,-
1073,340,152,-,37,-,-,-,-,-,-
1074,238,116,-,25,-,-,-,-,-,-
1075,25,90,-,0,-,-,-,0,-,-
1076,100,350,-,3,-,-,-,1300,-,-
1077,270,52,-,12,-,-,-,-,-,-
1078,270,124,-,20,-,-,-,-,-,-
1079,30,130,-,-,-,-,-,-,-,-
1080,30,420,-,30,-,-,-,230,-,-
1081,30,430,-,15,-,-,-,210,-,-
1082,20,70,-,-,-,-,-,0,-,-
1083,30,120,-,14,-,-,-,35,-,-
1084,30,120,-,8,-,-,-,55,-,-
1085,300,144,-,28,-,-,-,-,-,-
1086,180,80,-,8,-,-,-,-,-,-
1087,300,120,-,30,-,-,-,-,-,-
1088,180,88,-,19,-,-,-,-,-,-
1089,190,50,-,13,-,-,-,-,-,-
1090,190,4,-,-,-,-,-,-,-,-
1091,140,55,-,11,-,-,-,-,-,-
1092,25,77,-,9,-,-,-,55,0.4,0
1093,32,106,-,11,-,-,-,70,0.5,0.5
1094,29,121,-,10,-,-,-,70,2.3,0.1
1095,230,15,-,0,-,-,-,-,-,-
1096,190,10,-,0,-,-,-,-,-,-
1097,170,48,-,11,-,-,-,-,-,-
1098,270,118,-,18,-,-,-,-,-,-
1099,270,10,-,0,-,-,-,-,-,-
1100,30,160,-,3,-,-,-,0,-,-
1101,300,412.6,-,22.6,-,-,-,307,-,-
1102,117,520,-,6,-,-,-,2191,-,-
1103,135,605,-,17,-,-,-,1361,-,-
1104,380,245,-,7,-,-,-,6,0,0
1105,200,440,-,13,-,-,-,540,-,-
1106,100,345,-,1,-,-,-,1150,-,-
1107,100,340,-,2,-,-,-,1130,-,-
1108,133,555,-,11,-,-,-,1200,-,-
1109,100,435,-,1,-,-,-,470,-,-
1110,200,1017,-,39,-,-,-,4,-,-
1111,400,1520,-,16,-,-,-,2390,-,-
1112,200,480,-,7,-,-,-,1760,-,-
1113,180,775,-,3,-,-,-,630,-,-
1114,100,350,-,3,-,-,-,1300,-,-
1115,60,176,-,3,-,-,-,198,0,0
1116,80,187,-,4.4,-,-,-,205,0.3,0
1117,52,176,-,18,-,-,-,53,0.7,-
1118,69,299,-,4.8,-,-,-,81,6.9,-
1119,42,157,-,14,-,-,-,210,4,0
1120,48,199.9,-,9.7,-,-,-,242,3,0.1
1121,50,183,-,14,-,-,-,125,6,-
1122,60,267.3,-,18,-,-,-,144,7,0
1123,62,264,-,16.1,-,-,-,180,1.1,0.3
1124,275,-,-,0,-,-,-,-,-,-
1125,275,-,-,0,-,-,-,-,-,-
1126,200,-,-,0,-,-,-,-,-,-
1127,350,-,-,0,-,-,-,-,-,-
1128,240,-,-,0,-,-,-,-,-,-
1129,275,-,-,0,-,-,-,-,-,-
1130,275,7,1.2,0,1미만,0,0,15,0,0
1131,230,30,8,8,0,0,0,0,0,0
1132,240,50,11,11,0,0.5,0,45,0,0
1133,275,50,12,11,1미만,0,0,130,0,0
1134,100,830,0,0,0,92,0,0,0,16
1135,100,895,1,0,0,99,-,0,0,16
1136,100,900,-,0,0,100,-,0,0,16
1137,30,150,19,1,3,7,0,210,0,2.8
1138,100,900,0,0,0,100,0,0,0,11
1139,100,900,0,0,0,100,0,0,0,15
1140,57,272,38,11,2,13,0,28,0,3.8
1141,92,360,73,1미만,8,4,0,250,0,0.6
1142,105,493,77,47,8,17,72,157,0,8
1143,240,4,1,0,0,0,0,2,0,0
1144,110,490,76,1,8,17,0,390,0,8
1145,21,79,16.5,9.1,0,1.4,0,47,0,0.9
1146,100,345,86,0,0,0,-,15,0,0
1147,100,355,76,3,10,1.2,0,850,0,0.8
1148,100,360,75,2,9,2.4,0,670,0,0.2
1149,80,260,65,1,0,0,-,5,0,0
1150,100,450,74,0,9,13,0,740,0.5미만,7
1151,23,100,16,1 미만,2,2.9,0,160,0,1.8
1152,20,72,18,5,0,0,-,5,0,0
1153,200,696,168,0,4,0.8,-,862,0,0.4
1154,100,44,11,10,0,0,0,0,0,0
1155,100,45,11,9,0,0,0,10,0,0
1156,400,190,48,48,0,0,0,30,0,0
1157,200,50,13,13,0,0,0,100,0,0
1158,500,156,39,38,0,0,0,30,0,0
1159,240,95,24,20,0,0,0,55,0,0
1160,220,75.7,18.7,16.3,0.22,0,0,5.06,0,0
1161,100,50,13,8,0,0,0,5,0,0
1162,20,55,13,13,0,0,0,0,0,0
1163,350,148,37,36,0,0,0,5,0,0
1164,100,292,70,51,1g 미만,1.1,0,5,0,0
1165,190,60,15,14,0,0,0,25,0,0
1166,350,55,-,0,-,-,-,25,-,-
1167,500,30,0,0,3,2,0,1160,0.8,0
1168,80,35,6,1미만,1,0.5,5 미만,30,0,0
1169,150,125,13,6,7,5,50,860,0.6,0
1170,100,372.7,-,4,-,-,-,688,-,-
1171,100,365,-,6,-,-,-,310,-,-
1172,100,340,-,4,-,-,-,1170,-,-
1173,100,355,-,6,-,-,-,760,-,-
1174,350,40,-,0,-,-,-,690,-,-
1175,48,130,32,17,0.6,0,0,10,0,0
1176,100,330,5,5,6,32,150,380,22,1
1177,100,380,-,4,-,-,-,830,-,-
1178,100,250,60,60,2,0,0,20,0,0
1179,360,825,84,10,35,39,25,1240,15,0.5미만
1180,100,195,21,3,7,9,25,510,4.2,0
1181,100,730,62,10,31,40,45,1310,15,0.5미만
1182,100,205,19,2,8,11,10,370,4.1,0
1183,100,350,-,2,-,-,-,700,-,-
1184,100,511,41,37,8,35,42,130,19,-
1185,200,150,20,3,4,6,5,900,4,-
1186,100,100,13,5,5,3.1,0,790,1,0
1187,95,435,5,0,27,36,56,1340,25.5,0.5
1188,100,740,2,0,0,81,0,540,38,2.4
1189,100,515,60,59,6,28,15,50,17,0.3
